constructorResultsId,raceId,constructorId,points,status
3106,295,33,0,nan
3107,295,3,0,nan
3108,295,17,0,nan
3109,295,32,0,nan
3110,295,36,0,nan
3111,295,34,0,nan
3112,295,38,0,nan
3113,296,3,16,nan
3114,296,22,4,nan
3115,296,32,4,nan
3116,296,27,2,nan
3117,296,29,0,nan
3118,296,18,0,nan
3119,296,35,0,nan
3120,296,25,0,nan
3121,296,6,0,nan
3122,296,33,0,nan
3123,296,37,0,nan
3124,296,17,0,nan
3125,296,1,0,nan
3126,296,36,0,nan
3127,296,34,0,nan
3128,297,3,16,nan
3129,297,22,7,nan
3130,297,1,2,nan
3131,297,32,1,nan
3132,297,29,0,nan
3133,297,27,0,nan
3134,297,6,0,nan
3135,297,25,0,nan
3136,297,35,0,nan
3137,297,36,0,nan
3138,297,34,0,nan
3139,297,18,0,nan
3140,297,17,0,nan
3141,297,33,0,nan
3142,297,37,0,nan
3143,297,38,0,nan
3144,298,3,10,nan
3145,298,1,6,nan
3146,298,22,7,nan
3147,298,6,2,nan
3148,298,27,1,nan
3149,298,29,0,nan
3150,298,35,0,nan
3151,298,18,0,nan
3152,298,37,0,nan
3153,298,33,0,nan
3154,298,17,0,nan
3155,298,36,0,nan
3156,298,25,0,nan
3157,298,32,0,nan
3158,298,34,0,nan
3159,298,38,0,nan
3160,299,1,14,nan
3161,299,3,6,nan
3162,299,32,3,nan
3163,299,22,2,nan
3164,299,6,1,nan
3165,299,29,0,nan
3166,299,25,0,nan
3167,299,37,0,nan
3168,299,17,0,nan
3169,299,34,0,nan
3170,299,35,0,nan
3171,299,33,0,nan
3172,299,36,0,nan
3173,299,27,0,nan
3174,299,18,0,nan
3175,299,38,0,nan
3176,300,22,13,nan
3177,300,3,10,nan
3178,300,1,2,nan
3179,300,32,1,nan
3180,300,35,0,nan
3181,300,25,0,nan
3182,300,29,0,nan
3183,300,36,0,nan
3184,300,37,0,nan
3185,300,17,0,nan
3186,300,18,0,nan
3187,300,33,0,nan
3188,300,27,0,nan
3189,300,6,0,nan
3190,300,38,0,nan
3191,301,1,13,nan
3192,301,22,10,nan
3193,301,3,2,nan
3194,301,25,1,nan
3195,301,29,0,nan
3196,301,35,0,nan
3197,301,33,0,nan
3198,301,37,0,nan
3199,301,17,0,nan
3200,301,27,0,nan
3201,301,36,0,nan
3202,301,32,0,nan
3203,301,6,0,nan
3204,301,18,0,nan
3205,302,3,10,nan
3206,302,1,10,nan
3207,302,22,3,nan
3208,302,32,2,nan
3209,302,29,1,nan
3210,302,27,0,nan
3211,302,25,0,nan
3212,302,37,0,nan
3213,302,18,0,nan
3214,302,17,0,nan
3215,302,35,0,nan
3216,302,33,0,nan
3217,302,6,0,nan
3218,303,3,10,nan
3219,303,1,6,nan
3220,303,22,4,nan
3221,303,25,3,nan
3222,303,6,2,nan
3223,303,18,1,nan
3224,303,17,0,nan
3225,303,29,0,nan
3226,303,35,0,nan
3227,303,33,0,nan
3228,303,37,0,nan
3229,303,32,0,nan
3230,303,27,0,nan
3231,304,1,10,nan
3232,304,22,10,nan
3233,304,6,3,nan
3234,304,27,2,nan
3235,304,17,1,nan
3236,304,32,0,nan
3237,304,29,0,nan
3238,304,18,0,nan
3239,304,37,0,nan
3240,304,35,0,nan
3241,304,33,0,nan
3242,304,3,0,nan
3243,304,25,0,nan
3244,305,1,10,nan
3245,305,6,6,nan
3246,305,22,4,nan
3247,305,25,5,nan
3248,305,33,1,nan
3249,305,40,0,nan
3250,305,39,0,nan
3251,305,18,0,nan
3252,305,17,0,nan
3253,305,34,0,nan
3254,305,32,0,nan
3255,305,3,0,nan
3256,305,29,0,nan
3257,305,41,0,nan
3258,305,27,0,nan
3259,305,35,0,nan
3260,305,42,0,nan
3261,305,36,0,nan
3262,306,1,14,nan
3263,306,3,6,nan
3264,306,6,4,nan
3265,306,22,2,nan
3266,306,18,0,nan
3267,306,32,0,nan
3268,306,27,0,nan
3269,306,35,0,nan
3270,306,34,0,nan
3271,306,17,0,nan
3272,306,33,0,nan
3273,306,25,0,nan
3274,306,41,0,nan
3275,306,39,0,nan
3276,306,29,0,nan
3277,306,36,0,nan
3278,306,40,0,nan
3279,306,42,0,nan
3280,307,1,16,nan
3281,307,35,4,nan
3282,307,18,3,nan
3283,307,32,3,nan
3284,307,27,0,nan
3285,307,34,0,nan
3286,307,40,0,nan
3287,307,41,0,nan
3288,307,22,0,nan
3289,307,25,0,nan
3290,307,17,0,nan
3291,307,26,0,nan
3292,307,3,0,nan
3293,307,6,0,nan
3294,307,39,0,nan
3295,307,29,0,nan
3296,307,36,0,nan
3297,307,42,0,nan
3298,308,1,10,nan
3299,308,3,6,nan
3300,308,6,6,nan
3301,308,22,3,nan
3302,308,35,1,nan
3303,308,27,0,nan
3304,308,17,0,nan
3305,308,26,0,nan
3306,308,18,0,nan
3307,308,32,0,nan
3308,308,41,0,nan
3309,308,25,0,nan
3310,308,34,0,nan
3311,308,29,0,nan
3312,308,39,0,nan
3313,308,40,0,nan
3314,308,42,0,nan
3315,308,36,0,nan
3316,309,22,10,nan
3317,309,25,6,nan
3318,309,3,5,nan
3319,309,17,5,nan
3320,309,18,0,nan
3321,309,27,0,nan
3322,309,35,0,nan
3323,309,41,0,nan
3324,309,29,0,nan
3325,309,6,0,nan
3326,309,26,0,nan
3327,309,1,0,nan
3328,309,32,0,nan
3329,309,34,0,nan
3330,309,39,0,nan
3331,309,36,0,nan
3332,309,40,0,nan
3333,309,42,0,nan
3334,310,3,16,nan
3335,310,1,4,nan
3336,310,17,3,nan
3337,310,22,2,nan
3338,310,26,1,nan
3339,310,18,0,nan
3340,310,27,0,nan
3341,310,32,0,nan
3342,310,25,0,nan
3343,310,34,0,nan
3344,310,6,0,nan
3345,310,35,0,nan
3346,310,29,0,nan
3347,310,41,0,nan
3348,310,36,0,nan
3349,310,39,0,nan
3350,310,40,0,nan
3351,310,42,0,nan
3352,311,3,12,nan
3353,311,6,9,nan
3354,311,1,4,nan
3355,311,17,1,nan
3356,311,41,0,nan
3357,311,22,0,nan
3358,311,18,0,nan
3359,311,32,0,nan
3360,311,27,0,nan
3361,311,25,0,nan
3362,311,36,0,nan
3363,311,26,0,nan
3364,311,35,0,nan
3365,311,34,0,nan
3366,311,29,0,nan
3367,311,39,0,nan
3368,311,40,0,nan
3369,311,42,0,nan
3370,312,3,10,nan
3371,312,1,9,nan
3372,312,6,4,nan
3373,312,22,2,nan
3374,312,17,1,nan
3375,312,25,0,nan
3376,312,18,0,nan
3377,312,35,0,nan
3378,312,32,0,nan
3379,312,34,0,nan
3380,312,26,0,nan
3381,312,27,0,nan
3382,312,29,0,nan
3383,312,41,0,nan
3384,312,39,0,nan
3385,312,36,0,nan
3386,312,40,0,nan
3387,312,42,0,nan
3388,313,3,16,nan
3389,313,6,4,nan
3390,313,1,3,nan
3391,313,17,3,nan
3392,313,22,0,nan
3393,313,27,0,nan
3394,313,35,0,nan
3395,313,34,0,nan
3396,313,25,0,nan
3397,313,41,0,nan
3398,313,32,0,nan
3399,313,26,0,nan
3400,313,18,0,nan
3401,313,40,0,nan
3402,313,29,0,nan
3403,313,39,0,nan
3404,313,36,0,nan
3405,313,42,0,nan
3406,314,1,13,nan
3407,314,3,10,nan
3408,314,6,2,nan
3409,314,41,1,nan
3410,314,17,0,nan
3411,314,22,0,nan
3412,314,27,0,nan
3413,314,25,0,nan
3414,314,18,0,nan
3415,314,32,0,nan
3416,314,40,0,nan
3417,314,34,0,nan
3418,314,35,0,nan
3419,314,26,0,nan
3420,314,36,0,nan
3421,314,29,0,nan
3422,314,39,0,nan
3423,314,42,0,nan
3424,315,1,16,nan
3425,315,22,7,nan
3426,315,3,2,nan
3427,315,34,1,nan
3428,315,32,0,nan
3429,315,35,0,nan
3430,315,36,0,nan
3431,315,27,0,nan
3432,315,18,0,nan
3433,315,17,0,nan
3434,315,25,0,nan
3435,315,6,0,nan
3436,315,26,0,nan
3437,315,41,0,nan
3438,315,40,0,nan
3439,315,29,0,nan
3440,315,39,0,nan
3441,315,42,0,nan
3442,316,3,10,nan
3443,316,1,9,nan
3444,316,6,4,nan
3445,316,22,3,nan
3446,316,17,0,nan
3447,316,41,0,nan
3448,316,18,0,nan
3449,316,35,0,nan
3450,316,27,0,nan
3451,316,34,0,nan
3452,316,32,0,nan
3453,316,40,0,nan
3454,316,36,0,nan
3455,316,25,0,nan
3456,316,26,0,nan
3457,316,29,0,nan
3458,316,39,0,nan
3459,316,42,0,nan
3460,317,3,10,nan
3461,317,1,6,nan
3462,317,6,4,nan
3463,317,18,3,nan
3464,317,22,3,nan
3465,317,41,0,nan
3466,317,17,0,nan
3467,317,27,0,nan
3468,317,34,0,nan
3469,317,25,0,nan
3470,317,32,0,nan
3471,317,29,0,nan
3472,317,26,0,nan
3473,317,35,0,nan
3474,317,39,0,nan
3475,317,40,0,nan
3476,317,36,0,nan
3477,317,42,0,nan
3478,318,3,14,nan
3479,318,6,9,nan
3480,318,1,2,nan
3481,318,22,1,nan
3482,318,41,0,nan
3483,318,35,0,nan
3484,318,17,0,nan
3485,318,34,0,nan
3486,318,36,0,nan
3487,318,18,0,nan
3488,318,25,0,nan
3489,318,27,0,nan
3490,318,29,0,nan
3491,318,32,0,nan
3492,318,26,0,nan
3493,318,40,0,nan
3494,318,39,0,nan
3495,319,1,16,nan
3496,319,3,4,nan
3497,319,6,3,nan
3498,319,34,2,nan
3499,319,25,1,nan
3500,319,22,0,nan
3501,319,41,0,nan
3502,319,27,0,nan
3503,319,29,0,nan
3504,319,36,0,nan
3505,319,18,0,nan
3506,319,32,0,nan
3507,319,26,0,nan
3508,319,17,0,nan
3509,319,35,0,nan
3510,319,40,0,nan
3511,319,42,0,nan
3512,320,1,7,nan
3513,320,3,4,nan
3514,320,22,1.5,nan
3515,320,6,0.5,nan
3516,320,35,0,nan
3517,320,17,0,nan
3518,320,25,0,nan
3519,320,32,0,nan
3520,320,29,0,nan
3521,320,41,0,nan
3522,320,18,0,nan
3523,320,34,0,nan
3524,320,27,0,nan
3525,320,40,0,nan
3526,320,33,0,nan
3527,320,36,0,nan
3528,320,42,0,nan
3529,321,1,9,nan
3530,321,25,7,nan
3531,321,3,4,nan
3532,321,22,3,nan
3533,321,34,2,nan
3534,321,18,0,nan
3535,321,33,0,nan
3536,321,21,0,nan
3537,321,44,0,nan
3538,321,41,0,nan
3539,321,6,0,nan
3540,321,45,0,nan
3541,321,35,0,nan
3542,321,32,0,nan
3543,321,27,0,nan
3544,321,46,0,nan
3545,321,39,0,nan
3546,321,47,0,nan
3547,321,42,0,nan
3548,322,6,12,nan
3549,322,1,10,nan
3550,322,3,2,nan
3551,322,22,1,nan
3552,322,25,0,nan
3553,322,18,0,nan
3554,322,27,0,nan
3555,322,35,0,nan
3556,322,21,0,nan
3557,322,32,0,nan
3558,322,34,0,nan
3559,322,39,0,nan
3560,322,33,0,nan
3561,322,45,0,nan
3562,322,46,0,nan
3563,322,41,0,nan
3564,322,44,0,nan
3565,322,42,0,nan
3566,322,47,0,nan
3567,323,3,9,nan
3568,323,1,6,nan
3569,323,22,6,nan
3570,323,6,3,nan
3571,323,25,1,nan
3572,323,32,0,nan
3573,323,27,0,nan
3574,323,18,0,nan
3575,323,46,0,nan
3576,323,33,0,nan
3577,323,45,0,nan
3578,323,34,0,nan
3579,323,35,0,nan
3580,323,41,0,nan
3581,323,44,0,nan
3582,323,21,0,nan
3583,323,42,0,nan
3584,323,47,0,nan
3585,323,39,0,nan
3586,324,1,13,nan
3587,324,25,6,nan
3588,324,3,3,nan
3589,324,21,2,nan
3590,324,33,1,nan
3591,324,46,0,nan
3592,324,32,0,nan
3593,324,6,0,nan
3594,324,18,0,nan
3595,324,27,0,nan
3596,324,35,0,nan
3597,324,22,0,nan
3598,324,34,0,nan
3599,324,41,0,nan
3600,324,45,0,nan
3601,324,44,0,nan
3602,324,39,0,nan
3603,324,42,0,nan
3604,324,47,0,nan
3605,325,1,12,nan
3606,325,22,6,nan
3607,325,6,6,nan
3608,325,32,1,nan
3609,325,34,0,nan
3610,325,21,0,nan
3611,325,33,0,nan
3612,325,41,0,nan
3613,325,25,0,nan
3614,325,45,0,nan
3615,325,46,0,nan
3616,325,35,0,nan
3617,325,3,0,nan
3618,325,27,0,nan
3619,325,18,0,nan
3620,325,44,0,nan
3621,325,39,0,nan
3622,325,42,0,nan
3623,325,47,0,nan
3624,326,6,15,nan
3625,326,1,4,nan
3626,326,22,4,nan
3627,326,3,2,nan
3628,326,25,0,nan
3629,326,32,0,nan
3630,326,34,0,nan
3631,326,18,0,nan
3632,326,35,0,nan
3633,326,46,0,nan
3634,326,27,0,nan
3635,326,21,0,nan
3636,326,45,0,nan
3637,326,33,0,nan
3638,326,44,0,nan
3639,326,41,0,nan
3640,326,39,0,nan
3641,326,42,0,nan
3642,326,47,0,nan
3643,327,6,9,nan
3644,327,41,6,nan
3645,327,1,6,nan
3646,327,22,3,nan
3647,327,3,1,nan
3648,327,33,0,nan
3649,327,27,0,nan
3650,327,21,0,nan
3651,327,32,0,nan
3652,327,34,0,nan
3653,327,39,0,nan
3654,327,35,0,nan
3655,327,25,0,nan
3656,327,18,0,nan
3657,327,46,0,nan
3658,327,45,0,nan
3659,327,44,0,nan
3660,327,42,0,nan
3661,327,47,0,nan
3662,328,6,9,nan
3663,328,3,6,nan
3664,328,1,4,nan
3665,328,33,4,nan
3666,328,22,2,nan
3667,328,21,0,nan
3668,328,25,0,nan
3669,328,34,0,nan
3670,328,27,0,nan
3671,328,35,0,nan
3672,328,18,0,nan
3673,328,41,0,nan
3674,328,32,0,nan
3675,328,39,0,nan
3676,328,45,0,nan
3677,328,46,0,nan
3678,328,44,0,nan
3679,328,42,0,nan
3680,328,47,0,nan
3681,329,1,13,nan
3682,329,22,6,nan
3683,329,6,3,nan
3684,329,3,3,nan
3685,329,41,0,nan
3686,329,32,0,nan
3687,329,21,0,nan
3688,329,27,0,nan
3689,329,25,0,nan
3690,329,46,0,nan
3691,329,33,0,nan
3692,329,18,0,nan
3693,329,34,0,nan
3694,329,35,0,nan
3695,329,45,0,nan
3696,329,39,0,nan
3697,329,44,0,nan
3698,329,42,0,nan
3699,329,47,0,nan
3700,330,3,12,nan
3701,330,1,6,nan
3702,330,22,4,nan
3703,330,32,2,nan
3704,330,33,1,nan
3705,330,41,0,nan
3706,330,21,0,nan
3707,330,35,0,nan
3708,330,27,0,nan
3709,330,39,0,nan
3710,330,18,0,nan
3711,330,6,0,nan
3712,330,25,0,nan
3713,330,34,0,nan
3714,330,46,0,nan
3715,330,45,0,nan
3716,330,42,0,nan
3717,330,44,0,nan
3718,330,47,0,nan
3719,331,1,13,nan
3720,331,6,6,nan
3721,331,22,5,nan
3722,331,41,1,nan
3723,331,25,0,nan
3724,331,33,0,nan
3725,331,21,0,nan
3726,331,32,0,nan
3727,331,27,0,nan
3728,331,18,0,nan
3729,331,45,0,nan
3730,331,34,0,nan
3731,331,35,0,nan
3732,331,3,0,nan
3733,331,39,0,nan
3734,331,42,0,nan
3735,331,44,0,nan
3736,331,47,0,nan
3737,332,1,13,nan
3738,332,6,9,nan
3739,332,3,2,nan
3740,332,25,1,nan
3741,332,22,0,nan
3742,332,21,0,nan
3743,332,35,0,nan
3744,332,27,0,nan
3745,332,39,0,nan
3746,332,41,0,nan
3747,332,33,0,nan
3748,332,45,0,nan
3749,332,34,0,nan
3750,332,32,0,nan
3751,332,18,0,nan
3752,332,42,0,nan
3753,332,44,0,nan
3754,332,47,0,nan
3755,333,6,13,nan
3756,333,1,9,nan
3757,333,22,3,nan
3758,333,3,0,nan
3759,333,25,0,nan
3760,333,21,0,nan
3761,333,27,0,nan
3762,333,18,0,nan
3763,333,41,0,nan
3764,333,33,0,nan
3765,333,35,0,nan
3766,333,34,0,nan
3767,333,32,0,nan
3768,333,39,0,nan
3769,333,45,0,nan
3770,333,42,0,nan
3771,333,44,0,nan
3772,333,47,0,nan
3773,334,6,15,nan
3774,334,22,4,nan
3775,334,3,5,nan
3776,334,33,1,nan
3777,334,27,0,nan
3778,334,41,0,nan
3779,334,39,0,nan
3780,334,21,0,nan
3781,334,32,0,nan
3782,334,1,0,nan
3783,334,35,0,nan
3784,334,45,0,nan
3785,334,18,0,nan
3786,334,25,0,nan
3787,334,34,0,nan
3788,334,42,0,nan
3789,334,44,0,nan
3790,334,47,0,nan
3791,335,22,15,nan
3792,335,33,4,nan
3793,335,3,5,nan
3794,335,25,1,nan
3795,335,27,0,nan
3796,335,18,0,nan
3797,335,21,0,nan
3798,335,32,0,nan
3799,335,6,0,nan
3800,335,35,0,nan
3801,335,41,0,nan
3802,335,34,0,nan
3803,335,1,0,nan
3804,335,45,0,nan
3805,335,39,0,nan
3806,335,42,0,nan
3807,336,22,9,nan
3808,336,6,10,nan
3809,336,1,3,nan
3810,336,3,3,nan
3811,336,25,0,nan
3812,336,18,0,nan
3813,336,27,0,nan
3814,336,34,0,nan
3815,336,45,0,nan
3816,336,35,0,nan
3817,336,39,0,nan
3818,336,32,0,nan
3819,336,41,0,nan
3820,336,33,0,nan
3821,336,21,0,nan
3822,336,42,0,nan
3823,1,23,18,nan
3824,1,1,0,nan
3825,1,7,11,nan
3826,1,4,4,nan
3827,1,3,3,nan
3828,1,5,3,nan
3829,1,10,0,nan
3830,1,2,0,nan
3831,1,9,0,nan
3832,1,6,0,nan
3833,2,23,7,nan
3834,2,2,4,nan
3835,2,7,5.5,nan
3836,2,9,1.5,nan
3837,2,1,1,nan
3838,2,3,0.5,nan
3839,2,6,0,nan
3840,2,5,0,nan
3841,2,4,0,nan
3842,2,10,0,nan
3843,3,9,18,nan
3844,3,23,11,nan
3845,3,1,7,nan
3846,3,7,2,nan
3847,3,5,1,nan
3848,3,4,0,nan
3849,3,6,0,nan
3850,3,2,0,nan
3851,3,10,0,nan
3852,3,3,0,nan
3853,4,23,14,nan
3854,4,9,8,nan
3855,4,7,8,nan
3856,4,1,5,nan
3857,4,6,3,nan
3858,4,4,1,nan
3859,4,3,0,nan
3860,4,5,0,nan
3861,4,10,0,nan
3862,4,2,0,nan
3863,5,23,18,nan
3864,5,9,11,nan
3865,5,4,4,nan
3866,5,6,3,nan
3867,5,2,2,nan
3868,5,3,1,nan
3869,5,1,0,nan
3870,5,7,0,nan
3871,5,10,0,nan
3872,5,5,0,nan
3873,6,23,18,nan
3874,6,6,11,nan
3875,6,9,4,nan
3876,6,3,3,nan
3877,6,4,2,nan
3878,6,5,1,nan
3879,6,10,0,nan
3880,6,7,0,nan
3881,6,2,0,nan
3882,6,1,0,nan
3883,7,23,10,nan
3884,7,9,14,nan
3885,7,7,6,nan
3886,7,3,4,nan
3887,7,6,3,nan
3888,7,2,2,nan
3889,7,4,0,nan
3890,7,1,0,nan
3891,7,5,0,nan
3892,7,10,0,nan
3893,8,9,18,nan
3894,8,23,9,nan
3895,8,6,6,nan
3896,8,3,4,nan
3897,8,7,2,nan
3898,8,10,0,nan
3899,8,4,0,nan
3900,8,2,0,nan
3901,8,1,0,nan
3902,8,5,0,nan
3903,9,9,18,nan
3904,9,6,6,nan
3905,9,3,5,nan
3906,9,23,7,nan
3907,9,4,2,nan
3908,9,1,1,nan
3909,9,7,0,nan
3910,9,2,0,nan
3911,9,10,0,nan
3912,9,5,0,nan
3913,10,1,14,nan
3914,10,6,8,nan
3915,10,9,6,nan
3916,10,3,5,nan
3917,10,7,4,nan
3918,10,23,2,nan
3919,10,2,0,nan
3920,10,4,0,nan
3921,10,10,0,nan
3922,10,5,0,nan
3923,11,23,12,nan
3924,11,1,13,nan
3925,11,6,6,nan
3926,11,3,4,nan
3927,11,4,3,nan
3928,11,2,1,nan
3929,11,9,0,nan
3930,11,10,0,nan
3931,11,7,0,nan
3932,11,5,0,nan
3933,12,6,10,nan
3934,12,10,8,nan
3935,12,9,6,nan
3936,12,2,9,nan
3937,12,1,3,nan
3938,12,23,2,nan
3939,12,3,1,nan
3940,12,7,0,nan
3941,12,5,0,nan
3942,12,4,0,nan
3943,13,23,18,nan
3944,13,6,6,nan
3945,13,10,5,nan
3946,13,4,4,nan
3947,13,1,3,nan
3948,13,2,2,nan
3949,13,9,1,nan
3950,13,3,0,nan
3951,13,7,0,nan
3952,13,5,0,nan
3953,14,1,12,nan
3954,14,7,8,nan
3955,14,4,6,nan
3956,14,9,5,nan
3957,14,23,7,nan
3958,14,2,1,nan
3959,14,3,0,nan
3960,14,6,0,nan
3961,14,10,0,nan
3962,14,5,0,nan
3963,15,9,10,nan
3964,15,7,8,nan
3965,15,1,6,nan
3966,15,6,5,nan
3967,15,3,4,nan
3968,15,2,3,nan
3969,15,23,3,nan
3970,15,4,0,nan
3971,15,10,0,nan
3972,15,5,0,nan
3973,16,9,15,nan
3974,16,2,8,nan
3975,16,1,6,nan
3976,16,23,5,nan
3977,16,6,3,nan
3978,16,5,2,nan
3979,16,7,0,nan
3980,16,10,0,nan
3981,16,4,0,nan
3982,16,3,0,nan
3983,356,6,9,nan
3984,356,1,6,nan
3985,356,37,4,nan
3986,356,22,4,nan
3987,356,21,2,nan
3988,356,25,0,nan
3989,356,32,0,nan
3990,356,27,0,nan
3991,356,33,0,nan
3992,356,35,0,nan
3993,356,48,0,nan
3994,356,3,0,nan
3995,356,49,0,nan
3996,356,34,0,nan
3997,356,45,0,nan
3998,356,18,0,nan
3999,356,44,0,nan
4000,356,42,0,nan
4001,356,39,0,nan
4002,356,46,0,nan
4003,357,1,15,nan
4004,357,22,4,nan
4005,357,3,3,nan
4006,357,21,2,nan
4007,357,25,1,nan
4008,357,35,0,nan
4009,357,39,0,nan
4010,357,45,0,nan
4011,357,34,0,nan
4012,357,32,0,nan
4013,357,18,0,nan
4014,357,37,0,nan
4015,357,6,0,nan
4016,357,27,0,nan
4017,357,33,0,nan
4018,357,48,0,nan
4019,357,42,0,nan
4020,357,46,0,nan
4021,357,44,0,nan
4022,357,49,0,nan
4023,358,1,15,nan
4024,358,34,5,nan
4025,358,35,3,nan
4026,358,25,2,nan
4027,358,21,0,nan
4028,358,22,0,nan
4029,358,3,0,nan
4030,358,37,0,nan
4031,358,27,0,nan
4032,358,18,0,nan
4033,358,39,0,nan
4034,358,42,0,nan
4035,358,33,0,nan
4036,358,32,0,nan
4037,358,6,0,nan
4038,358,48,0,nan
4039,358,45,0,nan
4040,358,46,0,nan
4041,358,49,0,nan
4042,358,44,0,nan
4043,359,1,11,nan
4044,359,3,6,nan
4045,359,25,4,nan
4046,359,22,3,nan
4047,359,39,1,nan
4048,359,21,0,nan
4049,359,27,0,nan
4050,359,34,0,nan
4051,359,32,0,nan
4052,359,48,0,nan
4053,359,35,0,nan
4054,359,18,0,nan
4055,359,6,0,nan
4056,359,33,0,nan
4057,359,46,0,nan
4058,359,37,0,nan
4059,359,42,0,nan
4060,359,44,0,nan
4061,359,45,0,nan
4062,359,49,0,nan
4063,360,1,9,nan
4064,360,3,7,nan
4065,360,21,4,nan
4066,360,48,3,nan
4067,360,22,2,nan
4068,360,39,0,nan
4069,360,35,0,nan
4070,360,25,0,nan
4071,360,6,0,nan
4072,360,32,0,nan
4073,360,46,0,nan
4074,360,18,0,nan
4075,360,34,0,nan
4076,360,37,0,nan
4077,360,33,0,nan
4078,360,27,0,nan
4079,360,42,0,nan
4080,360,45,0,nan
4081,360,44,0,nan
4082,360,49,0,nan
4083,361,3,15,nan
4084,361,35,5,nan
4085,361,32,3,nan
4086,361,27,2,nan
4087,361,1,0,nan
4088,361,48,0,nan
4089,361,42,0,nan
4090,361,21,0,nan
4091,361,25,0,nan
4092,361,45,0,nan
4093,361,37,0,nan
4094,361,33,0,nan
4095,361,46,0,nan
4096,361,18,0,nan
4097,361,6,0,nan
4098,361,39,0,nan
4099,361,34,0,nan
4100,361,22,0,nan
4101,361,44,0,nan
4102,361,49,0,nan
4103,362,1,9,nan
4104,362,6,6,nan
4105,362,3,4,nan
4106,362,25,3,nan
4107,362,46,2,nan
4108,362,27,1,nan
4109,362,21,0,nan
4110,362,32,0,nan
4111,362,22,0,nan
4112,362,33,0,nan
4113,362,37,0,nan
4114,362,34,0,nan
4115,362,18,0,nan
4116,362,39,0,nan
4117,362,35,0,nan
4118,362,48,0,nan
4119,362,42,0,nan
4120,362,45,0,nan
4121,362,49,0,nan
4122,362,44,0,nan
4123,363,1,9,nan
4124,363,6,6,nan
4125,363,22,4,nan
4126,363,32,3,nan
4127,363,18,3,nan
4128,363,27,0,nan
4129,363,21,0,nan
4130,363,3,0,nan
4131,363,46,0,nan
4132,363,37,0,nan
4133,363,34,0,nan
4134,363,33,0,nan
4135,363,25,0,nan
4136,363,45,0,nan
4137,363,35,0,nan
4138,363,42,0,nan
4139,363,39,0,nan
4140,363,48,0,nan
4141,363,44,0,nan
4142,363,49,0,nan
4143,364,1,15,nan
4144,364,6,4,nan
4145,364,3,3,nan
4146,364,32,2,nan
4147,364,21,1,nan
4148,364,35,0,nan
4149,364,34,0,nan
4150,364,18,0,nan
4151,364,25,0,nan
4152,364,27,0,nan
4153,364,37,0,nan
4154,364,22,0,nan
4155,364,33,0,nan
4156,364,46,0,nan
4157,364,48,0,nan
4158,364,39,0,nan
4159,364,45,0,nan
4160,364,42,0,nan
4161,364,44,0,nan
4162,364,49,0,nan
4163,365,6,9,nan
4164,365,1,9,nan
4165,365,3,4,nan
4166,365,21,2,nan
4167,365,32,1,nan
4168,365,35,0,nan
4169,365,22,0,nan
4170,365,25,0,nan
4171,365,34,0,nan
4172,365,18,0,nan
4173,365,46,0,nan
4174,365,37,0,nan
4175,365,33,0,nan
4176,365,45,0,nan
4177,365,27,0,nan
4178,365,48,0,nan
4179,365,39,0,nan
4180,365,49,0,nan
4181,365,42,0,nan
4182,365,44,0,nan
4183,366,1,15,nan
4184,366,6,4,nan
4185,366,3,3,nan
4186,366,22,2,nan
4187,366,21,1,nan
4188,366,37,0,nan
4189,366,46,0,nan
4190,366,18,0,nan
4191,366,35,0,nan
4192,366,27,0,nan
4193,366,25,0,nan
4194,366,33,0,nan
4195,366,34,0,nan
4196,366,32,0,nan
4197,366,48,0,nan
4198,366,45,0,nan
4199,366,42,0,nan
4200,366,39,0,nan
4201,366,49,0,nan
4202,366,44,0,nan
4203,367,1,9,nan
4204,367,6,6,nan
4205,367,3,7,nan
4206,367,25,2,nan
4207,367,34,1,nan
4208,367,18,0,nan
4209,367,27,0,nan
4210,367,32,0,nan
4211,367,35,0,nan
4212,367,46,0,nan
4213,367,22,0,nan
4214,367,37,0,nan
4215,367,21,0,nan
4216,367,45,0,nan
4217,367,33,0,nan
4218,367,48,0,nan
4219,367,39,0,nan
4220,367,42,0,nan
4221,367,49,0,nan
4222,367,44,0,nan
4223,368,6,9,nan
4224,368,1,6,nan
4225,368,46,4,nan
4226,368,22,3,nan
4227,368,18,2,nan
4228,368,25,1,nan
4229,368,32,0,nan
4230,368,34,0,nan
4231,368,33,0,nan
4232,368,37,0,nan
4233,368,27,0,nan
4234,368,3,0,nan
4235,368,21,0,nan
4236,368,35,0,nan
4237,368,42,0,nan
4238,368,48,0,nan
4239,368,39,0,nan
4240,368,45,0,nan
4241,368,44,0,nan
4242,368,49,0,nan
4243,369,1,13,nan
4244,369,6,6,nan
4245,369,25,3,nan
4246,369,3,2,nan
4247,369,33,1,nan
4248,369,35,0,nan
4249,369,32,0,nan
4250,369,21,0,nan
4251,369,22,0,nan
4252,369,34,0,nan
4253,369,37,0,nan
4254,369,18,0,nan
4255,369,27,0,nan
4256,369,46,0,nan
4257,369,45,0,nan
4258,369,48,0,nan
4259,369,39,0,nan
4260,369,42,0,nan
4261,369,49,0,nan
4262,369,44,0,nan
4263,370,22,9,nan
4264,370,3,10,nan
4265,370,32,3,nan
4266,370,34,2,nan
4267,370,21,1,nan
4268,370,37,0,nan
4269,370,35,0,nan
